Acreage,Region,County,Total,year,month,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,duration,oil,Complex Type,Reporting Ranger,Fire Report Method,Ownership,Latitude,Longitude
10.2,6,St. Lawrence,0.0,2010,4,0,0,0,0,0,0,0.0,1,4.0,"Gliddi,Thomas ",911 Dispatch,Private Property,44.92706,-74.63982
0.3,4,Rensselaer,0.0,2010,4,0,0,0,0,0,0,0.0,8,4.0,"Hess,Joseph C",911 Dispatch,Private Property,42.76548,-73.54723
3.0,3,Ulster,0.0,2010,4,0,0,0,0,0,0,0.0,5,5.0,"Mecus,Robert ",Fire Department,Private Property,42.10345,-73.96549
1.0,9,Allegany,0.0,2010,4,0,0,0,0,0,0,0.0,8,5.0,"Thaine,Justin T",911 Dispatch,Private Property,42.31228,-78.30476999999998
9.0,3,Dutchess,0.0,2010,4,0,0,0,0,0,0,1.0,9,5.0,"Baldwin,Benjamin C",911 Dispatch,Private Property,41.67835,-73.70522
10.0,6,Oneida,0.0,2010,4,0,0,0,0,0,0,0.0,2,4.0,"Prunoske,James ",Other,State Forest/RF Area,43.361,-75.361
11.0,9,Allegany,0.0,2010,3,0,0,0,0,0,0,0.0,9,5.0,"Liebig,Peter J",Landowner,Private Property,42.20996,-78.06442
0.5,7,Oswego,0.0,2010,4,0,0,0,0,0,0,0.0,1,5.0,"Jackson,Scott ",Fire Department,Wildlife Management Area,43.2446,-76.05805
1.0,5,Washington,0.0,2010,4,0,0,0,0,0,0,2.0,8,4.0,"Bodnar,Michael J",911 Dispatch,Private Property,43.10032,-73.27389000000002
0.2,1,Suffolk,0.0,2010,4,0,0,0,0,0,0,1.0,8,5.0,"Thompson,Michael W",Fire Department,Unique Area,40.76759000000001,-73.30741
1.0,1,Suffolk,0.0,2010,4,0,0,0,0,0,0,1.0,8,5.0,"Thompson,Michael W",Fire Department,Other Government,40.88141,-72.91068
10.0,3,Putnam,0.0,2010,4,0,0,0,0,0,0,4.0,9,5.0,"Baldwin,Benjamin C",911 Dispatch,Private Property,41.4723,-73.56286
33.3,2,Richmond,0.0,2010,4,0,0,0,0,0,0,0.0,3,1.0,"Thomes,Howard F",Fire Department,Federal Lands,40.55051,-74.12715
0.2,7,Chenango,0.0,2010,4,0,0,0,0,0,0,0.0,1,5.0,"Oldroyd,Jeremy M",911 Dispatch,Private Property,42.38221,-75.80449
3.9,3,Dutchess,0.0,2010,4,0,0,0,0,0,0,0.0,5,5.0,"Temple,Jenifer L",Landowner,Private Property,41.98893,-73.67809
3.5,8,Steuben,15.0,2010,4,0,0,0,0,0,0,1.0,9,4.0,"Carpenter,Timothy J",911 Dispatch,Private Property,42.19714000000001,-77.25845
0.6,7,Oswego,0.0,2010,4,0,0,0,0,2,0,0.0,1,4.0,"Jackson,Scott ",Other,Private Property,43.38542,-76.33746
0.3,7,Oswego,0.0,2010,4,0,0,0,1,0,1,0.0,8,4.0,"Jackson,Scott ",911 Dispatch,Private Property,43.33011,-76.23491999999997
2.2,8,Steuben,36.0,2010,4,0,0,0,0,0,0,0.0,9,5.0,"Carpenter,Timothy J",911 Dispatch,Private Property,42.53432,-77.22488
3.1,3,Orange,0.0,2010,4,0,0,0,0,0,0,1.0,9,5.0,"Deslauriers,Jacob P",911 Dispatch,Private Property,41.4331,-74.73611
2.0,8,Steuben,0.0,2010,4,0,0,0,0,0,0,0.0,9,4.0,"Meehan,William X",911 Dispatch,Private Property,42.18339,-77.06007
7.0,8,Steuben,0.0,2010,4,0,0,0,0,0,0,1.0,9,4.0,"Meehan,William X",911 Dispatch,Private Property,42.18905,-77.05019
1.0,4,Schoharie,0.0,2010,4,0,0,0,0,0,0,1.0,9,5.0,"Henry,William ",911 Dispatch,Private Property,42.62834,-74.41224
0.3,4,Rensselaer,0.0,2010,4,0,0,0,0,0,0,0.0,1,4.0,"Hess,Joseph C",911 Dispatch,Private Property,42.88498,-73.6008
6.9,2,Richmond,0.0,2010,4,0,0,0,0,0,0,0.0,3,4.0,"Thomes,Howard F",Sheriff,Federal Lands,40.54743,-74.12862
1.0,5,Fulton,0.0,2010,4,0,0,0,0,0,0,0.0,8,5.0,"Ploss,John ",Fire Department,Private Property,43.13906,-74.64484
1.2,7,Oswego,0.0,2010,4,0,0,0,0,0,1,0.0,2,4.0,"Jackson,Scott ",911 Dispatch,Private Property,43.32372,-76.31586
1.4,4,Albany,0.0,2010,4,0,0,0,0,0,0,0.0,7,4.0,"Glesmann,Karen ",Fire Department,Private Property,42.51453,-73.90535
13.8,4,Albany,0.0,2010,4,0,0,0,0,0,0,0.0,9,4.0,"Kilpeck,Patrick K",Other,Other Government,42.73983,-73.88665999999998
3.0,1,Suffolk,0.0,2010,4,0,0,0,0,0,0,0.0,1,5.0,"Burkholder,Michael W",911 Dispatch,State Forest/RF Area,40.90304,-72.82721
1.2,5,Washington,0.0,2010,4,0,0,0,0,0,0,1.0,8,5.0,"Donegan,Evan F",Supervisor,Private Property,43.42723,-73.58413
0.5,8,Steuben,0.0,2010,4,0,0,0,0,0,0,1.0,8,5.0,"Farrand,Anne M",911 Dispatch,Private Property,42.49878,-77.68909000000002
10.0,3,Ulster,0.0,2010,4,0,0,0,0,0,0,1.0,1,5.0,"Mecus,Robert ",Other,Private Property,41.75157,-74.17148
1.2,1,Suffolk,0.0,2010,4,0,0,0,0,0,0,1.0,4,5.0,"Slade,Kevin M",Fire Department,Wildlife Management Area,40.89817,-72.91781999999998
49.0,3,Sullivan,0.0,2010,4,0,0,0,0,0,0,2.0,1,5.0,"Miller,Gary W",Fire Department,Private Property,41.60303,-74.51185
2.5,4,Columbia,0.0,2010,4,0,0,0,0,0,0,0.0,8,4.0,"DiCintio,Chris A",911 Dispatch,Private Property,42.46556,-73.68323000000002
20.9,4,Albany,0.0,2010,4,0,0,0,0,0,0,1.0,8,5.0,"Henry,William ",Other,Unique Area,42.73902,-73.88110999999998
3.0,5,Warren,0.0,2010,4,0,0,0,0,0,0,9.0,8,5.0,"Donegan,Evan F",911 Dispatch,Private Property,43.71217,-73.79658
8.0,8,Chemung,0.0,2010,4,0,0,0,0,0,0,0.0,8,4.0,"Meehan,William X",911 Dispatch,Private Property,42.27558,-76.74649000000002
1.0,9,Allegany,0.0,2010,4,0,1,0,0,0,0,0.0,8,4.0,"Thaine,Justin T",911 Dispatch,Private Property,42.04029,-78.07925
2.6,7,Oswego,0.0,2010,4,0,2,0,0,0,0,1.0,1,4.0,"Jackson,Scott ",911 Dispatch,Private Property,43.41599,-76.39646
4.5,1,Suffolk,0.0,2010,4,0,0,0,0,0,0,1.0,8,5.0,"Thompson,Michael W",Ranger Patrol,Unique Area,40.88966,-72.7456
0.5,8,Steuben,0.0,2010,3,0,0,0,0,0,0,0.0,1,5.0,"Carpenter,Timothy J",911 Dispatch,Private Property,42.2791,-77.27537
3.0,8,Ontario,0.0,2010,4,0,0,0,0,0,0,1.0,1,4.0,"Dormer,Patrick G",Ranger Patrol,Private Property,42.67783,-77.51831999999997
13.0,1,Suffolk,0.0,2010,4,0,0,0,0,0,0,0.0,1,5.0,"Gallagher,Bryan ",Other,Wildlife Management Area,40.90351,-72.81725
9.4,3,Sullivan,0.0,2010,4,0,0,0,0,0,0,1.0,8,5.0,"Seeley,Jason J",911 Dispatch,Private Property,41.62565,-74.93143
1.0,5,Warren,0.0,2010,5,0,0,0,0,0,0,2.0,9,5.0,"Donegan,Evan F",Sheriff,Private Property,43.43922,-73.66875999999998
6.3,9,Allegany,0.0,2010,5,0,0,0,0,0,0,2.0,9,4.0,"Thaine,Justin T",Fire Department,Private Property,42.1195,-77.87125999999998
1.0,8,Steuben,0.0,2010,5,0,0,0,0,0,0,0.0,8,5.0,"Meehan,William X",911 Dispatch,Private Property,42.11549,-76.9952
6.0,4,Albany,0.0,2010,5,0,0,0,0,0,0,0.0,3,5.0,"DiCintio,Chris A",DEC Dispatch,Other Government,42.72966,-73.88109
2.0,4,Columbia,0.0,2010,5,0,0,0,0,0,0,1.0,8,5.0,"DiCintio,Chris A",911 Dispatch,State Forest/RF Area,42.3484,-73.48078000000002
0.1,5,Warren,0.0,2010,5,0,0,0,0,0,0,1.0,1,5.0,"Donegan,Evan F",Other,Private Property,43.2979,-73.68132
1.1,9,Cattaraugus,0.0,2010,5,0,0,0,0,0,0,1.0,8,3.0,"Rogers,Robert C",911 Dispatch,Native American Lands,42.15966,-78.7099
7.6,9,Cattaraugus,0.0,2010,5,0,0,0,0,0,0,0.0,1,4.0,"Rogers,Robert C",911 Dispatch,Private Property,42.52033,-79.01685
7.5,1,Suffolk,0.0,2010,5,0,0,0,0,0,0,0.0,7,5.0,"Burkholder,Michael W",Fire Department,Other Government,40.80415,-73.42844000000002
2.0,7,Oswego,0.0,2010,5,0,0,0,0,0,0,1.0,9,4.0,"Jackson,Scott ",911 Dispatch,Wildlife Management Area,43.58969,-76.19775
0.1,5,Hamilton,0.0,2010,5,0,0,0,0,0,0,0.0,5,1.0,"George,Greg ",Sheriff,Private Property,43.85424,-74.42326
0.3,5,Warren,0.0,2010,5,0,0,0,0,0,0,1.0,9,5.0,"Kabrehl,Charles J",911 Dispatch,Private Property,43.74083,-73.7584
0.3,5,Warren,34.47,2010,5,0,0,0,0,0,0,2.0,1,5.0,"Ovitt,Steven ",911 Dispatch,Private Property,43.625,-73.93666
7.0,5,Essex,0.0,2010,5,0,0,0,0,0,0,7.0,8,3.0,"Praczkajlo,Robert ",Other,Private Property,44.43484,-73.43009
0.5,5,Hamilton,0.0,2010,5,0,0,0,0,0,0,1.0,6,5.0,"Eakin,Thomas ",911 Dispatch,Private Property,43.50173,-74.38792
3.0,5,Saratoga,0.0,2010,5,0,0,0,0,0,0,4.0,1,4.0,"Hitt,Suzanne M",Ranger Patrol,Private Property,43.20646,-73.80675
5.4,5,Clinton,0.0,2010,5,0,0,0,0,0,0,2.0,8,5.0,"Russell,David G",911 Dispatch,Forest Preserve,44.95252,-73.75005
0.1,8,Ontario,0.0,2010,5,0,0,0,0,0,0,0.0,1,5.0,"Dormer,Patrick G",Other,Other Government,42.72283,-77.36066
0.5,5,Warren,0.0,2010,5,0,0,0,0,0,0,2.0,9,4.0,"Donegan,Evan F",Sheriff,Other Government,43.3275,-73.75504000000002
3.5,5,Franklin,0.0,2010,5,0,0,0,0,0,0,5.0,8,5.0,"Harjung,Julie ",Other,Private Property,44.21828,-74.41554000000002
0.1,5,Franklin,0.0,2010,5,0,0,0,0,0,0,0.0,8,4.0,"Gliddi,Thomas ",911 Dispatch,Private Property,44.71654,-74.27939
0.5,5,Essex,0.0,2010,5,0,0,0,0,0,0,1.0,1,5.0,"Russell,Edwin ",Fire Department,Wilderness Area,43.8756,-73.5986
0.5,5,Warren,0.0,2010,5,0,0,0,0,0,0,1.0,1,4.0,"Ovitt,Steven ",Sheriff,Private Property,43.64395,-73.9877
1.3,5,Warren,0.0,2010,5,0,0,0,0,0,0,1.0,9,4.0,"Kabrehl,Charles J",Other,Private Property,43.7029,-73.81622
0.1,8,Steuben,0.0,2010,6,0,0,0,0,0,0,0.0,9,5.0,"Farrand,Anne M",Fire Department,State Forest/RF Area,42.17257,-77.10051999999997
1.0,1,Suffolk,0.0,2010,6,0,0,0,0,0,0,1.0,6,5.0,"Slade,Kevin M",Ranger Patrol,Other Not Classified,40.89415,-72.9324
0.5,3,Ulster,0.0,2010,7,0,0,0,0,0,0,2.0,8,1.0,"Miller,Gary W",911 Dispatch,Private Property,42.05937,-73.99382
14.7,1,Suffolk,0.0,2010,7,0,0,0,0,0,0,5.0,4,5.0,"Gallagher,Bryan ",Fire Department,Private Property,40.84796,-72.85703000000002
2.0,1,Suffolk,0.0,2010,7,0,0,0,0,0,0,1.0,7,5.0,"Burkholder,Michael W",Fire Department,Private Property,40.90028,-72.87693
10.9,1,Suffolk,0.0,2010,7,0,0,0,0,0,0,8.0,6,3.0,"Burkholder,Michael W",911 Dispatch,State Forest/RF Area,40.78796,-73.2951
1.0,3,Orange,0.0,2010,7,0,0,0,0,0,0,10.0,8,5.0,"Rinaldi,Paul G",Ranger Patrol,Private Property,41.38072,-74.69023
8.5,3,Orange,254.24,2010,7,0,0,0,0,0,0,19.0,9,5.0,"Rinaldi,Paul G",911 Dispatch,State Forest/RF Area,41.37544000000001,-74.65822
0.1,5,Washington,0.0,2010,7,0,0,0,0,0,0,1.0,9,5.0,"Schwab,Werner J",911 Dispatch,Forest Preserve,43.53429000000001,-73.61854
0.1,6,Lewis,0.0,2010,7,0,0,0,0,0,0,0.0,8,5.0,"Hubschmitt,Michael ",Ranger Patrol,Forest Preserve,43.7022,-75.28527
0.2,1,Suffolk,0.0,2010,7,0,0,0,0,0,0,4.0,7,5.0,"Thompson,Michael W",911 Dispatch,Private Property,40.8916,-72.9311
0.2,1,Suffolk,0.0,2010,7,0,0,0,0,0,0,3.0,7,5.0,"Thompson,Michael W",DEC Dispatch,State Forest/RF Area,40.91182,-72.72586
1.5,1,Suffolk,0.0,2010,7,0,0,0,0,0,0,4.0,7,5.0,"Burkholder,Michael W",Ranger Patrol,State Forest/RF Area,40.78796,-73.2951
0.2,1,Suffolk,0.0,2010,7,0,0,0,0,0,0,0.0,8,5.0,"Thompson,Michael W",Ranger Patrol,Unique Area,40.8772,-72.65916
3.1,1,Suffolk,0.0,2010,7,0,0,0,0,0,0,2.0,6,5.0,"Slade,Kevin M",Fire Department,Wildlife Management Area,40.90971,-72.92036
0.3,1,Suffolk,0.0,2010,8,0,0,0,0,0,0,0.0,7,5.0,"Slade,Kevin M",Ranger Patrol,Wildlife Management Area,40.91767,-72.85215
0.1,3,Dutchess,0.0,2010,8,0,0,0,0,0,0,1.0,8,1.0,"Tyrrell,Gregory ",911 Dispatch,OPR&HP (State Parks),41.46965,-73.97301999999998
0.5,3,Orange,0.0,2010,8,0,0,0,0,0,0,1.0,1,5.0,"Baldwin,Benjamin C",Other,State Forest/RF Area,41.48094,-74.19985
0.1,5,Washington,0.0,2010,8,0,0,0,0,0,0,2.0,8,5.0,"Laczko,Jaime ",911 Dispatch,Forest Preserve,43.55564,-73.61309
0.6,5,Essex,0.0,2010,8,0,0,0,0,0,0,6.0,1,4.0,"Russell,Edwin ",911 Dispatch,Private Property,43.88391,-73.69925
0.3,5,Washington,0.0,2010,8,0,0,0,0,0,0,3.0,8,5.0,"Laczko,Jaime ",Ranger Patrol,Forest Preserve,43.49458,-73.58739
1.1,3,Dutchess,45.0,2010,8,0,0,0,0,0,0,7.0,9,4.0,"Tyrrell,Gregory ",911 Dispatch,Other Government,41.56239,-73.69474
2.7,3,Ulster,800.0,2010,8,0,0,0,0,0,0,6.0,1,4.0,"Dawson,Robert B",911 Dispatch,Private Property,41.74672,-74.49549
9.0,3,Orange,572.0,2010,8,0,0,0,0,0,0,12.0,1,4.0,"Deslauriers,Jacob P",911 Dispatch,Private Property,41.18722,-74.19211
0.2,8,Steuben,0.0,2010,8,0,0,0,0,0,0,0.0,8,5.0,"Carpenter,Timothy J",911 Dispatch,Private Property,42.37929000000001,-77.2044
0.1,1,Suffolk,0.0,2010,8,0,0,0,0,0,0,0.0,8,5.0,"Slade,Kevin M",911 Dispatch,Wildlife Management Area,40.89277,-72.93268
0.5,3,Putnam,0.0,2010,8,0,0,0,0,0,0,3.0,9,4.0,"Baldwin,Benjamin C",Supervisor,OPR&HP (State Parks),41.41838,-73.86310999999998
3.0,6,Lewis,425.38,2010,8,0,0,0,0,0,0,3.0,9,4.0,"Evans,Luke ",911 Dispatch,State Forest/RF Area,43.82011,-75.38294
1.3,2,Richmond,0.0,2010,8,0,0,0,0,0,0,6.0,9,5.0,"Thomes,Howard F",Ranger Patrol,State Forest/RF Area,40.51719,-74.22615
0.1,5,Essex,0.0,2010,8,0,0,0,0,0,0,0.0,9,5.0,"Platt,Charles ",Other,Wilderness Area,44.14481,-73.73676999999998
0.1,5,Hamilton,0.0,2010,8,0,0,0,0,0,0,2.0,7,1.0,"Lomnitzer,Bruce D",DEC Dispatch,Private Property,43.85724,-74.46579
3.0,6,St. Lawrence,0.0,2010,8,0,0,0,0,0,0,2.0,6,1.0,"Hoag,Gregory W",Fire Department,Private Property,44.35,-75.69
0.1,5,Franklin,0.0,2010,8,0,0,0,0,0,0,3.0,5,1.0,"Harjung,Julie ",DEC Dispatch,Forest Preserve,44.31321,-74.35122
0.1,5,Franklin,0.0,2010,8,0,0,0,0,0,0,0.0,2,5.0,"Burns,Kevin ",DEC Dispatch,Forest Preserve,44.29655,-74.22218000000002
0.5,6,Lewis,0.0,2010,8,0,0,0,0,0,0,0.0,9,1.0,"Hubschmitt,Michael ",911 Dispatch,Private Property,43.83,-75.383
0.1,6,Herkimer,0.0,2010,8,0,0,0,0,0,0,3.0,7,4.0,"Evans,Luke ",Other,State Forest/RF Area,43.78906,-74.8478
0.1,5,Hamilton,0.0,2010,8,0,0,0,0,0,0,12.0,8,5.0,"Scott,Jason S",Other,Forest Preserve,43.76984,-74.67978000000002
0.1,5,Warren,0.0,2010,8,0,0,0,0,0,0,4.0,8,4.0,"Donegan,Evan F",911 Dispatch,Private Property,43.34963,-73.70554
0.1,5,Franklin,0.0,2010,8,0,0,0,0,0,0,3.0,9,5.0,"Harjung,Julie ",DEC Dispatch,Forest Preserve,44.28971,-74.16888
0.1,5,Washington,0.0,2010,9,0,0,0,0,0,0,1.0,8,5.0,"Laczko,Jaime ",Ranger Patrol,Forest Preserve,43.5463,-73.58856
0.8,5,Washington,0.0,2010,9,0,0,0,0,0,0,3.0,1,5.0,"Schwab,Werner J",Fire Department,Private Property,43.71831,-73.44247
0.1,5,Hamilton,0.0,2010,9,0,0,0,0,0,0,1.0,8,2.0,"Lomnitzer,Bruce D",DEC Dispatch,Private Property,43.72168,-74.25681
0.1,5,Hamilton,0.0,2010,9,0,0,0,0,0,0,0.0,8,5.0,"Lomnitzer,Bruce D",DEC Dispatch,State Forest/RF Area,43.65998,-74.34907
0.8,8,Steuben,0.0,2010,9,0,0,0,0,0,0,1.0,8,5.0,"Carpenter,Timothy J",911 Dispatch,Private Property,42.26134,-77.46185
0.5,5,Warren,0.0,2010,9,0,0,0,0,0,0,5.0,9,4.0,"Donegan,Evan F",911 Dispatch,Private Property,43.38719,-73.85266
3.9,2,Richmond,0.0,2010,9,0,0,0,0,0,0,2.0,9,4.0,"Thomes,Howard F",911 Dispatch,Other Government,40.55828,-74.18593
145.4,2,Richmond,0.0,2010,9,0,0,0,0,0,0,8.0,3,2.0,"Thomes,Howard F",911 Dispatch,Federal Lands,40.54853,-74.12595
0.5,5,Washington,0.0,2010,9,0,0,0,0,0,0,3.0,9,5.0,"Laczko,Jaime ",DEC Dispatch,Forest Preserve,43.53291,-73.61046
0.1,3,Ulster,0.0,2010,9,0,0,0,0,0,0,1.0,8,1.0,"Ellenbogen,Marie C",DEC Dispatch,Forest Preserve,42.02684,-74.35792
0.3,4,Columbia,0.0,2010,9,0,0,0,0,0,0,5.0,7,5.0,"DiCintio,Chris A",911 Dispatch,OPR&HP (State Parks),42.11256,-73.50067
0.5,4,Rensselaer,0.0,2010,9,0,0,0,0,0,0,3.0,9,5.0,"Henry,William ",911 Dispatch,Private Property,42.72548,-73.54169
10.2,2,Richmond,0.0,2010,11,0,0,0,0,0,1,0.0,3,4.0,"Thomes,Howard F",Supervisor,Other Government,40.55386,-74.11288
11.3,2,Richmond,0.0,2010,11,0,0,0,0,0,0,0.0,4,4.0,"Thomes,Howard F",Fire Department,Other Government,40.58642,-74.07705
13.3,2,Richmond,0.0,2010,12,0,0,0,0,0,0,0.0,9,4.0,"Thomes,Howard F",Other,Other Government,40.51699,-74.22253
3.1,2,Richmond,0.0,2010,12,0,0,0,0,0,0,0.0,9,4.0,"Thomes,Howard F",911 Dispatch,Other Government,40.57258,-74.15406999999998
0.5,2,Richmond,0.0,2010,12,0,0,0,0,0,0,0.0,8,4.0,"Thomes,Howard F",Fire Department,Private Property,40.5517,-74.19153
4.0,1,Suffolk,0.0,2011,3,0,0,0,0,0,0,0.0,3,4.0,"Gallagher,Bryan ",Ranger Patrol,Private Property,41.05315,-72.30688
0.5,4,Rensselaer,0.0,2011,3,0,0,0,0,0,0,1.0,9,5.0,"Hess,Joseph C",911 Dispatch,State Forest/RF Area,42.84277,-73.36827
2.0,3,Orange,0.0,2011,3,0,0,0,0,0,0,1.0,9,5.0,"Deslauriers,Jacob P",911 Dispatch,Other Government,41.38477,-74.6956
0.2,1,Suffolk,0.0,2011,4,0,0,0,0,0,0,0.0,8,5.0,"Thompson,Michael W",Ranger Patrol,Other Government,40.89369,-72.94054
0.6,4,Rensselaer,0.0,2011,4,0,0,0,0,0,0,0.0,6,5.0,"Hess,Joseph C",911 Dispatch,Private Property,42.585,-73.52407
0.5,7,Oswego,0.0,2011,4,0,0,0,0,0,0,0.0,1,5.0,"Jackson,Scott ",911 Dispatch,Private Property,43.28349,-76.23518
0.8,4,Schenectady,0.0,2011,4,0,0,0,0,0,0,0.0,1,5.0,"Henry,William ",911 Dispatch,Other Government,42.71655,-74.2616
145.0,8,Monroe,0.0,2011,4,0,0,0,0,0,0,1.0,3,3.0,"Dormer,Patrick G",Fire Department,Wildlife Management Area,43.28545,-77.66774000000002
39.0,8,Steuben,0.0,2011,4,0,0,0,0,0,0,0.0,3,4.0,"Carpenter,Timothy J",Ranger Patrol,State Forest/RF Area,42.19307,-77.37601
15.0,1,Suffolk,0.0,2011,4,0,0,0,0,0,0,0.0,1,4.0,"Gallagher,Bryan ",DEC Dispatch,Wildlife Management Area,40.89913,-72.82517
0.3,7,Broome,0.0,2011,4,0,0,0,0,0,0,0.0,1,5.0,"Prunoske,James ",DEC Dispatch,Private Property,42.3437,-75.86086
14.0,1,Suffolk,0.0,2011,4,0,0,0,0,0,0,1.0,3,4.0,"Gallagher,Bryan ",Ranger Patrol,Wildlife Management Area,40.90337,-72.82302
80.6,1,Suffolk,0.0,2011,5,0,0,0,0,0,0,1.0,3,4.0,"Gallagher,Bryan ",Ranger Patrol,Wildlife Management Area,40.9034,-72.935
0.1,5,Warren,0.0,2011,5,0,0,0,0,0,0,0.0,1,5.0,"Donegan,Evan F",911 Dispatch,Private Property,43.53905,-73.75046999999998
0.6,6,St. Lawrence,0.0,2011,5,0,0,0,0,0,0,1.0,1,4.0,"Jackson,Scott ",Ranger Patrol,Private Property,44.15741,-74.90037
3.0,1,Suffolk,0.0,2011,5,0,0,0,0,0,0,1.0,8,5.0,"Thompson,Michael W",911 Dispatch,Unique Area,40.91327,-72.94855
2.0,1,Suffolk,0.0,2011,5,0,0,0,0,0,0,1.0,9,4.0,"Gallagher,Bryan ",Fire Department,Other Not Classified,40.90994,-72.95983000000003
0.1,5,Essex,0.0,2011,6,0,0,0,0,0,0,0.0,8,5.0,"Schroeder,Rick A",DEC Dispatch,Private Property,43.8333,-73.5
1.2,5,Franklin,0.0,2011,6,0,0,0,0,0,0,0.0,1,5.0,"Russell,David G",DEC Dispatch,Private Property,44.8624,-74.30011
5.0,1,Suffolk,0.0,2011,6,0,0,0,0,0,0,0.0,7,5.0,"Slade,Kevin M",Fire Department,Wildlife Management Area,40.91541,-72.95711
12.0,4,Albany,0.0,2011,6,0,0,0,0,0,0,1.0,6,4.0,"Hess,Joseph C",Ranger Patrol,Unique Area,42.71844,-73.88174000000002
0.1,4,Rensselaer,0.0,2011,6,0,0,0,0,0,0,0.0,1,5.0,"Hess,Joseph C",Other,Other Government,42.7473,-73.32592
5.0,5,Warren,0.0,2011,6,0,0,0,0,0,0,2.0,1,4.0,"Schroeder,Rick A",911 Dispatch,Forest Preserve,43.62264,-73.57568
1.0,1,Suffolk,0.0,2011,6,0,0,0,0,0,0,0.0,8,5.0,"Thompson,Michael W",Ranger Patrol,Other Government,40.88027,-72.91045
0.3,5,Saratoga,0.0,2011,6,0,0,0,0,0,0,5.0,8,5.0,"Hitt,Suzanne M",Other,Private Property,43.30897,-73.91101
6.0,3,Ulster,0.0,2011,6,0,0,0,0,0,0,0.0,9,5.0,"Deslauriers,Jacob P",Landowner,Other Not Classified,41.66981,-74.35786999999998
0.1,5,Franklin,0.0,2011,7,0,0,0,0,0,0,0.0,1,1.0,"Harjung,Julie ",Fire Department,State Forest/RF Area,44.33619,-74.15034
0.1,5,Hamilton,0.0,2011,7,0,0,0,0,0,0,0.0,8,5.0,"Kallen,David A",Sheriff,Forest Preserve,43.4167,-74.4167
0.1,5,Washington,0.0,2011,7,0,0,0,0,0,0,2.0,8,5.0,"Schwab,Werner J",DEC Dispatch,State Forest/RF Area,43.5384,-73.5654
2.5,5,Warren,0.0,2011,7,0,0,0,0,0,0,1.0,8,4.0,"Donegan,Evan F",911 Dispatch,Other Government,43.31491,-73.71885999999998
0.1,1,Suffolk,0.0,2011,7,0,0,0,0,0,0,0.0,7,5.0,"Burkholder,Michael W",Other,State Forest/RF Area,40.76873,-73.3
0.7,3,Ulster,0.0,2011,7,0,0,0,0,0,0,2.0,8,5.0,"Ellenbogen,Marie C",Supervisor,Private Property,42.00019,-74.19032
0.1,5,Franklin,0.0,2011,7,0,0,0,0,0,0,1.0,8,5.0,"Harjung,Julie ",Other,Forest Preserve,44.3218,-74.34496999999998
0.1,5,Warren,0.0,2011,7,0,0,0,0,0,0,0.0,8,5.0,"Donegan,Evan F",Ranger Patrol,Private Property,43.71411,-73.80846
0.1,5,Hamilton,0.0,2011,7,0,0,0,0,0,0,2.0,8,5.0,"Ploss,John ",Other,Forest Preserve,43.24651,-74.54375
0.1,5,Franklin,0.0,2011,7,0,0,0,0,0,0,1.0,8,5.0,"Evans,Peter H",Other,Forest Preserve,44.34857,-74.3577
0.1,5,Warren,0.0,2011,7,0,0,0,0,0,0,0.0,1,5.0,"Schroeder,Rick A",DEC Dispatch,Private Property,43.5307,-73.7232
0.1,5,Warren,0.0,2011,7,0,0,0,0,0,0,0.0,9,5.0,"Donegan,Evan F",911 Dispatch,Private Property,43.46994,-73.68828
0.1,5,Franklin,0.0,2011,7,0,0,0,0,0,0,1.0,1,4.0,"Harjung,Julie ",Other,Forest Preserve,44.30274,-74.172
0.1,5,Franklin,0.0,2011,8,0,0,0,0,0,0,0.0,6,1.0,"Evans,Peter H",DEC Dispatch,Forest Preserve,44.31926,-74.35778
0.1,5,Hamilton,0.0,2011,8,0,0,0,0,0,0,0.0,9,5.0,"Kallen,David A",DEC Dispatch,Forest Preserve,43.31139,-74.59461
0.1,5,Franklin,0.0,2011,8,0,0,0,0,0,0,0.0,1,5.0,"Burns,Kevin ",DEC Dispatch,Forest Preserve,44.31266,-74.1755
0.1,5,Essex,0.0,2011,8,0,0,0,0,0,0,1.0,1,5.0,"Platt,Charles ",DEC Dispatch,Forest Preserve,44.14515,-73.73608
0.1,5,Hamilton,0.0,2011,8,0,0,0,0,0,0,0.0,8,5.0,"Scott,Jason S",Other,Forest Preserve,43.6727,-74.23100000000002
0.1,5,Hamilton,0.0,2011,8,0,0,0,0,0,0,4.0,7,5.0,"Zurek,Robert ",Other,State Forest/RF Area,43.98,-74.66
0.1,6,Lewis,0.0,2011,10,0,0,0,0,0,0,0.0,9,3.0,"Nowalk,Joel ",Other,State Forest/RF Area,44.03449000000001,-75.41866
0.3,7,Cortland,0.0,2011,11,0,0,0,0,0,0,1.0,8,4.0,"Giraud,William L",911 Dispatch,Private Property,42.66023,-75.97634000000002
1.0,7,Oswego,0.0,2011,11,0,0,0,0,0,0,0.0,9,5.0,"Jackson,Scott ",911 Dispatch,Private Property,43.45527,-76.11832
4.0,8,Schuyler,0.0,2011,11,0,0,0,0,0,0,0.0,8,5.0,"Meehan,William X",911 Dispatch,Private Property,42.38616,-76.73739
2.3,5,Clinton,0.0,2011,11,0,0,0,0,0,0,1.0,8,5.0,"Bronson,Glen A",Fire Department,Private Property,44.89777,-73.87759
