Acreage,Region,County,Total,year,month,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,duration,oil,Complex Type,Reporting Ranger,Fire Report Method,Ownership,Latitude,Longitude
2.7,6,Lewis,0.0,2013,5,0,0,0,0,0,0,2.0,9,4.0,"Candee,Martin ",911 Dispatch,State Forest/RF Area,43.81612,-75.38505
0.3,1,Suffolk,0.0,2013,5,0,0,0,0,0,0,0.0,9,5.0,"Gallagher,Bryan ",911 Dispatch,State Forest/RF Area,40.90264000000001,-72.7375
0.3,4,Greene,0.0,2013,5,0,0,0,0,0,0,1.0,9,4.0,"Nelson,Christine X",911 Dispatch,Forest Preserve,42.38111,-73.80874
0.4,6,Herkimer,0.0,2013,5,0,0,0,0,0,0,0.0,9,5.0,"Pickett,Adam ",911 Dispatch,State Forest/RF Area,43.08936,-75.03493
4.7,4,Rensselaer,0.0,2013,5,0,0,0,0,0,0,2.0,8,4.0,"Hess,Joseph C",911 Dispatch,Private Property,42.63306,-73.66493
0.1,5,Washington,0.0,2013,5,0,0,0,0,0,0,3.0,8,4.0,"Bodnar,Michael J",911 Dispatch,Private Property,43.16188,-73.38705999999998
0.3,5,Hamilton,0.0,2013,5,0,0,0,0,0,0,1.0,8,5.0,"Jeffery,Delbert W",911 Dispatch,Conservation Easement,43.97884000000001,-74.34559
0.1,5,Franklin,0.0,2013,5,0,0,0,0,0,0,1.0,1,5.0,"Fox,Daniel ",Ranger Patrol,Private Property,44.3482,-74.1445
2.6,5,Clinton,0.0,2013,5,0,0,0,0,0,0,0.0,9,3.0,"Bronson,Glen A",911 Dispatch,Private Property,44.93697,-73.47903000000002
1.0,1,Suffolk,0.0,2013,5,0,0,0,0,0,0,2.0,6,5.0,"Slade,Kevin M",Fire Department,State Forest/RF Area,40.9207,-72.94124000000002
24.1,7,Onondaga,0.0,2013,5,0,1,0,0,0,0,0.0,3,4.0,"McPherson,James ",Supervisor,Private Property,42.88578,-76.08379000000002
0.1,7,Oswego,0.0,2013,5,0,0,0,0,0,0,1.0,1,4.0,"Jackson,Scott ",911 Dispatch,Private Property,43.48047,-76.09068
1.5,4,Rensselaer,0.0,2013,5,0,0,0,0,0,0,2.0,7,4.0,"Hess,Joseph C",911 Dispatch,Private Property,42.88611,-73.56843
1.0,5,Essex,0.0,2013,5,0,0,0,0,0,0,3.0,8,5.0,"Fox,Daniel ",Ranger Patrol,Private Property,44.4931,-73.4687
2.0,8,Schuyler,0.0,2013,5,0,0,0,0,0,0,1.0,8,4.0,"Meehan,William X",911 Dispatch,Wildlife Management Area,42.32481,-76.70631999999998
1.5,5,Saratoga,0.0,2013,5,0,0,0,0,0,0,1.0,8,5.0,"Goetke,Anthony G",911 Dispatch,Private Property,43.09284,-73.97377
0.1,5,Washington,0.0,2013,5,0,0,0,0,0,0,0.0,8,5.0,"Solan,John X",Ranger Patrol,Private Property,43.10293,-73.57304
3.0,5,Franklin,0.0,2013,5,0,0,0,0,1,0,2.0,9,4.0,"Gliddi,Thomas ",Ranger Patrol,Private Property,44.71641,-74.42534
5.1,6,St. Lawrence,0.0,2013,5,0,0,0,0,0,0,1.0,7,4.0,"Terry,Jay ",Ranger Patrol,State Forest/RF Area,44.38506,-74.46446
0.4,5,Clinton,0.0,2013,5,0,0,0,0,0,0,1.0,9,4.0,"Bronson,Glen A",Other,Private Property,44.67498,-73.47594000000002
0.6,6,St. Lawrence,0.0,2013,5,0,0,0,0,0,0,0.0,1,5.0,"Meehan,William X",DEC Dispatch,Private Property,44.15543,-74.90069
6.8,6,St. Lawrence,0.0,2013,5,0,0,0,0,0,0,4.0,9,4.0,"Benzel,William ",Other,Private Property,44.26559,-74.72669
33.0,1,Suffolk,0.0,2013,5,0,0,0,0,0,0,1.0,1,4.0,"Gallagher,Bryan ",Ranger Patrol,State Forest/RF Area,40.90789,-72.76009
3.5,8,Steuben,0.0,2013,5,0,0,0,0,0,0,0.0,1,5.0,"Carpenter,Timothy J",911 Dispatch,Private Property,42.5119,-77.53228
0.5,5,Essex,0.0,2013,5,0,0,0,0,0,0,0.0,8,5.0,"Kabrehl,Charles J",DEC Dispatch,Private Property,43.88016,-73.56219
1.5,5,Warren,0.0,2013,5,0,0,0,0,0,0,1.0,8,5.0,"Kabrehl,Charles J",911 Dispatch,Private Property,43.6902,-73.9731
16.8,5,Warren,0.0,2013,5,0,0,0,0,0,0,11.0,9,4.0,"Donegan,Evan F",911 Dispatch,Forest Preserve,43.46688,-73.81283
5.0,5,Warren,0.0,2013,5,0,0,0,0,0,0,9.0,8,5.0,"St. Claire,Mark R",Ranger Patrol,Private Property,43.41339,-73.90394
1.0,9,Cattaraugus,0.0,2013,5,0,0,0,0,0,0,0.0,9,5.0,"Rogers,Robert C",911 Dispatch,Private Property,42.21668,-78.70116
3.8,4,Albany,0.0,2013,5,0,0,0,0,0,0,0.0,1,1.0,"Edmunds,Thomas R",Other,Other Government,42.71376,-73.88569
0.1,1,Suffolk,0.0,2013,5,0,0,0,0,0,0,0.0,8,5.0,"Gallagher,Bryan ",Fire Department,State Forest/RF Area,40.89957,-72.65264
0.1,1,Suffolk,0.0,2013,5,0,0,0,0,0,0,0.0,1,5.0,"Thompson,Michael W",911 Dispatch,Other Government,40.90744,-72.70177
0.1,5,Hamilton,0.0,2013,6,0,0,0,0,0,0,2.0,5,5.0,"Waters,James ",DEC Dispatch,State Forest/RF Area,43.78526,-74.69714
0.1,5,Clinton,0.0,2013,6,0,0,0,0,0,0,1.0,8,5.0,"Russell,David G",911 Dispatch,Private Property,44.69561,-73.88247
4.2,1,Suffolk,0.0,2013,7,0,0,0,0,0,0,6.0,7,5.0,"Thompson,Michael W",911 Dispatch,Unique Area,40.90941,-72.92995
0.1,4,Albany,0.0,2013,8,0,0,0,0,0,0,0.0,2,5.0,"Glesmann,Karen ",Other,Other Government,42.73868,-73.88691999999998
3.0,5,Essex,0.0,2013,8,0,0,0,0,0,0,4.0,1,5.0,"Schroeder,Rick A",DEC Dispatch,Forest Preserve,43.93263,-73.69293
0.3,5,Essex,0.0,2013,8,0,0,0,0,0,0,2.0,1,5.0,"Perryman,Arthur C",Ranger Patrol,Wilderness Area,43.83934,-73.67948
0.1,5,Hamilton,0.0,2013,8,0,0,0,0,0,0,2.0,5,5.0,"Waters,James ",DEC Dispatch,Forest Preserve,43.85972,-74.56647
0.1,5,Essex,0.0,2013,9,0,0,0,0,0,0,0.0,9,5.0,"Kabrehl,Charles J",Ranger Patrol,Forest Preserve,43.83956,-73.59183
0.2,5,Essex,0.0,2013,9,0,0,0,0,0,0,4.0,8,5.0,"Praczkajlo,Robert ",Ranger Patrol,Forest Preserve,44.15254,-73.63611
0.1,5,Hamilton,0.0,2013,9,0,0,0,0,0,0,2.0,6,5.0,"Lomnitzer,Bruce D",Ranger Patrol,Forest Preserve,43.7179,-74.46848
0.1,5,Hamilton,0.0,2013,9,0,0,0,0,0,0,1.0,8,5.0,"Kallen,David A",Other,Forest Preserve,43.59634000000001,-74.41657
0.1,5,Essex,0.0,2013,9,0,0,0,0,0,0,2.0,1,5.0,"Burns,Kevin ",Fire Department,Forest Preserve,44.37497000000001,-74.05894
35.0,4,Albany,0.0,2013,10,0,0,0,0,0,0,0.0,5,4.0,"Glesmann,Karen ",Ranger Patrol,Other Government,42.71361,-73.8613
15.0,4,Albany,0.0,2013,10,0,0,0,0,0,0,0.0,3,4.0,"Glesmann,Karen ",Ranger Patrol,Other Government,42.72986,-73.8813
0.3,5,Warren,0.0,2013,10,0,0,0,0,0,0,2.0,8,5.0,"Donegan,Evan F",Fire Department,Private Property,43.4235,-73.88905
11.2,8,Steuben,0.0,2013,10,0,0,0,0,0,0,2.0,9,4.0,"Carpenter,Timothy J",911 Dispatch,Private Property,42.51948,-77.39189
2.0,5,Warren,0.0,2013,10,0,0,0,0,0,0,6.0,8,5.0,"Kabrehl,Charles J",911 Dispatch,Private Property,43.48196,-73.72842
0.1,5,Essex,0.0,2013,10,0,0,0,0,0,0,3.0,1,5.0,"Kostoss,Christopher ",DEC Dispatch,Forest Preserve,44.14466,-73.73555
0.1,1,Suffolk,0.0,2013,10,0,0,0,0,0,0,3.0,9,4.0,"Gallagher,Bryan ",911 Dispatch,State Forest/RF Area,40.76789,-73.30291
147.0,3,Orange,2305.0,2013,10,0,0,0,0,0,0,15.0,1,4.0,"Sabo,Scott L",911 Dispatch,Private Property,41.30126,-74.41623
10.3,4,Columbia,0.0,2013,10,0,0,0,0,0,0,2.0,8,5.0,"DiCintio,Chris A",911 Dispatch,Private Property,42.36429,-73.41209
3.0,4,Schoharie,0.0,2013,10,0,0,0,0,0,0,0.0,9,5.0,"Henry,William ",911 Dispatch,Private Property,42.22608,-74.16945
0.1,1,Suffolk,0.0,2013,10,0,0,0,0,0,0,1.0,5,5.0,"Pries,Joseph M",911 Dispatch,Unique Area,40.90438,-72.81693
12.7,4,Albany,0.0,2013,10,0,0,0,0,0,0,2.0,8,5.0,"Glesmann,Karen ",DEC Dispatch,Private Property,42.5206,-73.90508
0.8,5,Washington,0.0,2013,10,0,0,0,0,1,0,0.0,8,5.0,"Solan,John X",911 Dispatch,Private Property,43.51548,-73.55254000000002
7.8,1,Suffolk,0.0,2013,10,0,0,0,0,0,0,11.0,9,4.0,"Nally,David X",911 Dispatch,Other Government,40.8427,-72.91658000000002
9.0,1,Suffolk,0.0,2013,10,0,0,0,0,0,0,1.0,1,5.0,"Meehan,William X",Ranger Patrol,Unique Area,40.90275,-72.81406
11.8,3,Ulster,0.0,2013,10,0,0,0,0,0,0,2.0,8,3.0,"Nelson,Christine X",DEC Dispatch,Private Property,41.82291,-74.02596
2.6,1,Nassau,0.0,2013,11,0,0,0,0,0,0,7.0,8,5.0,"Lunt,Chester A",Fire Department,OPR&HP (State Parks),40.7481,-73.44099
0.5,5,Hamilton,0.0,2013,11,0,0,0,0,0,0,3.0,1,5.0,"Miller,Gary W",Landowner,Forest Preserve,43.47314,-74.11435999999998
35.0,4,Albany,0.0,2013,11,0,0,0,0,0,0,1.0,4,5.0,"Henry,William ",Ranger Patrol,Other Government,42.72986,-73.8813
0.1,1,Suffolk,0.0,2013,11,0,0,0,0,0,0,2.0,8,5.0,"Lunt,Chester A",Fire Department,State Forest/RF Area,40.89249,-72.82048
58.0,3,Orange,0.0,2013,11,0,0,0,0,0,0,18.0,9,5.0,"Slingerland,David ",DEC Dispatch,OPR&HP (State Parks),41.24937,-74.13843
3.0,3,Ulster,0.0,2013,11,0,0,0,0,0,0,3.0,8,5.0,"Mecus,Robert ",Fire Department,Other Not Classified,41.69271,-73.95128000000003
25.0,3,Rockland,0.0,2013,10,0,0,0,0,0,0,12.0,9,5.0,"Tyrrell,Gregory ",Landowner,OPR&HP (State Parks),41.2563,-74.06214
45.0,3,Rockland,0.0,2013,10,0,0,0,0,0,0,9.0,9,5.0,"Tyrrell,Gregory ",Landowner,OPR&HP (State Parks),41.15066,-74.16353000000002
363.0,3,Rockland,0.0,2013,11,0,0,0,0,0,0,13.0,9,3.0,"Tyrrell,Gregory ",DEC Dispatch,Other Government,41.0527,-73.93986
1.8,1,Nassau,0.0,2013,11,0,0,0,0,0,0,10.0,1,4.0,"Nally,David X",911 Dispatch,Other Government,40.81314,-73.74708000000003
0.1,4,Albany,0.0,2013,11,0,0,0,0,0,0,0.0,8,5.0,"Glesmann,Karen ",DEC Dispatch,Other Government,42.72258,-73.87628000000002
3.8,2,Richmond,0.0,2013,11,0,0,0,0,0,0,2.0,3,4.0,"Martin,Russell P",Other,Other Government,40.52481,-74.19252
3.0,2,Richmond,0.0,2013,11,0,0,0,0,0,0,6.0,8,4.0,"Martin,Russell P",Other,Other Government,40.52464000000001,-74.19617
4.0,1,Suffolk,0.0,2013,11,0,0,0,0,0,0,3.0,1,4.0,"Pries,Joseph M",911 Dispatch,Private Property,40.76312,-73.28975
0.1,1,Suffolk,0.0,2013,11,0,0,0,0,0,0,4.0,6,1.0,"Nally,David X",Fire Department,Other Not Classified,40.91072,-72.94774
38.6,2,Queens,0.0,2014,3,0,0,0,0,0,4,4.0,3,4.0,"Martin,Russell P",911 Dispatch,Federal Lands,40.65293,-73.85074
0.2,1,Nassau,0.0,2014,3,0,0,0,0,0,0,0.0,1,5.0,"Pries,Joseph M",Supervisor,OPR&HP (State Parks),40.68136,-73.51512
2.0,3,Dutchess,14.0,2014,3,0,0,0,0,0,0,1.0,8,5.0,"Davey,Nancy H",911 Dispatch,Private Property,41.49655,-73.94694
1.1,7,Broome,0.0,2014,3,0,0,0,0,0,0,0.0,1,4.0,"Oldroyd,Jeremy M",911 Dispatch,Private Property,42.12161,-75.88503
0.1,1,Suffolk,0.0,2014,3,0,0,0,0,0,0,1.0,8,5.0,"Gallagher,Bryan ",911 Dispatch,Unique Area,40.90819000000001,-72.92135
1.2,1,Suffolk,0.0,2014,3,0,0,0,0,0,0,1.0,9,5.0,"Lunt,Chester A",Fire Department,State Forest/RF Area,40.90442,-72.822
0.1,1,Suffolk,0.0,2014,3,0,0,0,0,0,0,1.0,9,5.0,"Lunt,Chester A",911 Dispatch,Wildlife Management Area,40.90699,-72.93068000000002
1.9,1,Suffolk,0.0,2014,3,0,0,0,0,0,0,2.0,9,5.0,"Lunt,Chester A",911 Dispatch,Other Government,40.90173,-72.78609
0.1,1,Suffolk,0.0,2014,3,0,0,0,0,0,0,2.0,6,5.0,"Nally,David X",911 Dispatch,Other Not Classified,40.94339,-72.94514000000002
0.1,1,Suffolk,0.0,2014,3,0,0,0,0,0,0,2.0,5,5.0,"Pries,Joseph M",Supervisor,Private Property,40.77682,-73.29511
0.2,1,Suffolk,0.0,2014,3,0,0,0,0,0,0,2.0,1,5.0,"Gallagher,Bryan ",911 Dispatch,Other Government,40.90577,-72.5615
3.4,1,Suffolk,0.0,2014,3,0,0,0,0,0,0,1.0,9,4.0,"Lunt,Chester A",911 Dispatch,Other Government,40.8343,-72.73982
1.0,3,Ulster,0.0,2014,4,0,0,0,0,0,0,0.0,8,5.0,"Stratton,Robert  E",911 Dispatch,Private Property,41.75279000000001,-74.37198000000002
11.0,8,Steuben,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Meehan,William X",Ranger Patrol,Wildlife Management Area,42.17776,-77.34948
0.3,3,Sullivan,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Quinn,Logan T",911 Dispatch,Private Property,41.6115,-74.4531
2.1,4,Rensselaer,0.0,2014,4,0,0,0,0,1,0,0.0,8,4.0,"Hess,Joseph C",911 Dispatch,Private Property,42.88275,-73.57623000000002
0.1,9,Cattaraugus,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Rogers,Robert C",911 Dispatch,Private Property,42.31318,-78.72778000000002
34.7,4,Montgomery,0.0,2014,4,0,0,0,0,0,0,1.0,1,5.0,"Geesler,Sarah B",911 Dispatch,Private Property,42.83707,-74.59813
14.5,8,Chemung,0.0,2014,4,0,0,0,0,0,0,1.0,1,4.0,"Meehan,William X",911 Dispatch,Private Property,42.16208,-76.5922
1.2,4,Otsego,0.0,2014,4,0,0,0,0,0,0,0.0,5,5.0,"Chappell,Michael C",911 Dispatch,Private Property,42.50891,-74.9484
0.5,4,Rensselaer,0.0,2014,4,0,0,0,0,0,0,2.0,8,4.0,"Hess,Joseph C",911 Dispatch,Private Property,42.60421,-73.5195
12.0,8,Steuben,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Meehan,William X",DEC Dispatch,Wildlife Management Area,42.17776,-77.34948
0.8,9,Cattaraugus,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Flanagan,Martin T",911 Dispatch,Private Property,42.30214,-78.64983000000002
0.5,4,Rensselaer,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Hess,Joseph C",911 Dispatch,Private Property,42.59362,-73.3687
3.0,9,Cattaraugus,0.0,2014,4,0,0,0,0,0,0,0.0,1,4.0,"Flanagan,Martin T",911 Dispatch,Private Property,42.33446,-78.56241999999997
1.0,3,Sullivan,0.0,2014,4,0,0,0,0,0,0,0.0,7,5.0,"Quinn,Logan T",911 Dispatch,Private Property,41.66042,-74.68665
37.0,3,Dutchess,0.0,2014,4,0,0,0,0,0,0,1.0,5,4.0,"Cunningham,Aimee T",DEC Dispatch,Private Property,42.00951,-73.79529000000002
21.0,7,Tioga,72.0,2014,4,0,1,0,0,0,0,1.0,8,4.0,"Oldroyd,Joan T",DEC Dispatch,Private Property,42.09907000000001,-76.15726
1.0,3,Orange,0.0,2014,4,0,0,0,0,0,0,1.0,2,5.0,"Parlier,Philip J",911 Dispatch,Private Property,41.42348,-74.62453000000002
6.2,9,Allegany,0.0,2014,4,0,0,0,0,0,0,0.0,9,4.0,"Thaine,Justin T",911 Dispatch,Private Property,42.10143,-77.8354
46.0,4,Albany,0.0,2014,4,0,0,0,0,0,0,2.0,7,4.0,"Chappell,Michael C",Other,Other Government,42.73944,-73.88284
3.2,9,Cattaraugus,0.0,2014,4,0,0,0,0,0,0,0.0,1,4.0,"Flanagan,Martin T",911 Dispatch,Private Property,42.35533,-78.80962
0.7,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,3.0,5,5.0,"Pries,Joseph M",Fire Department,OPR&HP (State Parks),40.77271,-73.12914
1.0,9,Cattaraugus,0.0,2014,4,0,0,0,0,0,0,0.0,1,4.0,"Rogers,Robert C",911 Dispatch,Private Property,42.24027,-78.51739
3.0,5,Washington,0.0,2014,4,0,0,0,0,0,0,2.0,1,5.0,"Bodnar,Michael J",911 Dispatch,Private Property,43.26342,-73.47851
15.3,4,Columbia,0.0,2014,4,0,0,0,0,0,0,0.0,4,4.0,"Breigle,Jeffrey ",911 Dispatch,Private Property,42.22732,-73.71089
9.3,3,Ulster,0.0,2014,4,0,0,0,0,0,0,1.0,7,5.0,"Meade,David ",911 Dispatch,Private Property,41.74187,-74.49514
32.4,2,Richmond,0.0,2014,4,0,0,0,0,0,0,3.0,3,2.0,"Martin,Russell P",Other,Private Property,40.62856,-74.18818
0.2,4,Schoharie,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Henry,William ",911 Dispatch,Private Property,42.41931,-74.26408
1.5,9,Allegany,0.0,2014,4,0,0,0,0,0,0,0.0,3,5.0,"Thaine,Justin T",911 Dispatch,Private Property,42.26162,-77.96384
1.0,5,Warren,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Kabrehl,Charles J",911 Dispatch,Private Property,43.28701,-73.72807
0.1,9,Erie,0.0,2014,4,0,0,0,0,0,0,1.0,1,5.0,"Kennedy,John S",Ranger Patrol,Unique Area,43.02465,-78.48235
87.0,8,Monroe,0.0,2014,4,0,0,0,0,0,0,2.0,3,4.0,"Meehan,William X",DEC Dispatch,State Forest/RF Area,42.95995,-77.6823
1.0,3,Sullivan,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Virkler,Alexander R",911 Dispatch,Private Property,41.59551,-74.7308
0.4,4,Rensselaer,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Hess,Joseph C",911 Dispatch,Private Property,42.60749000000001,-73.35195
27.5,7,Chenango,0.0,2014,4,0,0,0,0,0,0,2.0,3,5.0,"Burkholder,Michael W",Fire Department,Private Property,42.35197,-75.50652
4.8,3,Orange,0.0,2014,4,0,0,0,0,0,0,1.0,8,5.0,"Parlier,Philip J",Fire Department,Private Property,41.53042,-74.40872
0.6,4,Delaware,0.0,2014,4,0,0,0,0,0,0,0.0,5,5.0,"Seeley,Jason J",Landowner,Private Property,42.27515,-75.21668000000003
21.1,3,Orange,0.0,2014,4,0,0,0,0,0,0,1.0,8,5.0,"Cunningham,Aimee T",DEC Dispatch,OPR&HP (State Parks),41.30352,-74.07554
8.0,3,Putnam,0.0,2014,4,0,0,0,0,0,0,1.0,8,5.0,"Cunningham,Aimee T",DEC Dispatch,Private Property,41.41807,-73.54015
0.1,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,1.0,8,5.0,"Gallagher,Bryan ",911 Dispatch,Wildlife Management Area,40.90144,-72.81485
1.6,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,1.0,9,4.0,"Gallagher,Bryan ",911 Dispatch,Other Government,40.88193,-72.61572
6.8,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,3.0,8,4.0,"Gallagher,Bryan ",Local P.D.,State Forest/RF Area,40.87564,-72.94706
11.8,8,Steuben,0.0,2014,4,0,0,0,0,0,0,0.0,3,5.0,"Carpenter,Timothy J",Other,State Forest/RF Area,42.21429000000001,-77.40644
0.1,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,1.0,1,5.0,"Lunt,Chester A",911 Dispatch,Private Property,40.92832,-72.7831
0.5,5,Saratoga,0.0,2014,4,0,0,0,0,0,0,0.0,9,5.0,"Schroeder,Rick A",Ranger Patrol,Private Property,43.32194000000001,-73.8497
0.1,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,1.0,5,5.0,"Pries,Joseph M",911 Dispatch,Private Property,40.71977,-73.41809
0.3,3,Sullivan,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Quinn,Logan T",911 Dispatch,Private Property,41.862,-74.58534
75.9,3,Orange,0.0,2014,4,0,0,0,0,0,0,3.0,1,5.0,"Parlier,Philip J",911 Dispatch,Private Property,41.44719,-74.04683
0.3,3,Ulster,0.0,2014,4,0,0,0,0,1,0,0.0,8,5.0,"Slade,Kevin M",911 Dispatch,Private Property,41.77507,-74.22688000000002
0.1,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,1.0,9,5.0,"Lunt,Chester A",911 Dispatch,Other Government,40.88154,-72.78536
0.4,3,Sullivan,0.0,2014,4,0,0,0,0,0,0,0.0,3,5.0,"Virkler,Alexander R",911 Dispatch,Private Property,41.54979,-74.75056
0.6,4,Rensselaer,0.0,2014,4,0,0,0,0,0,0,0.0,8,5.0,"Hess,Joseph C",911 Dispatch,Private Property,42.50747,-73.65258
26.0,6,Jefferson,0.0,2014,4,0,0,0,0,0,0,1.0,1,5.0,"Scanlon,John ",Ranger Patrol,Federal Lands,43.81676,-75.4871
6.0,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,2.0,9,4.0,"Lunt,Chester A",911 Dispatch,Private Property,40.84784000000001,-72.86214
2.7,3,Orange,0.0,2014,4,0,0,0,0,0,0,0.0,7,5.0,"Quinn,Logan T",911 Dispatch,Private Property,41.47236,-74.44196
11.1,8,Steuben,0.0,2014,4,0,0,0,0,0,0,0.0,3,5.0,"Carpenter,Timothy J",Other,State Forest/RF Area,42.19282000000001,-77.373
10.6,2,Richmond,0.0,2014,4,0,0,0,0,0,0,1.0,1,5.0,"Martin,Russell P",Local P.D.,Other Government,40.58662,-74.18921999999998
0.1,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,2.0,8,5.0,"Nally,David X",Fire Department,Other Not Classified,40.93389000000001,-72.93973000000003
0.1,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,2.0,8,5.0,"Nally,David X",Fire Department,Other Not Classified,40.93167,-72.94055999999998
0.2,3,Sullivan,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Virkler,Alexander R",911 Dispatch,Private Property,41.58656,-74.4088
0.3,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,1.0,8,5.0,"Nally,David X",911 Dispatch,Other Not Classified,40.87207,-72.90698
8.0,3,Ulster,0.0,2014,4,0,0,0,0,0,0,1.0,4,5.0,"Slade,Kevin M",Ranger Patrol,OPR&HP (State Parks),41.72632,-74.24246
4.4,7,Chenango,0.0,2014,4,0,0,0,0,0,0,0.0,1,5.0,"Jackson,Scott ",911 Dispatch,Private Property,42.66088,-75.62402
0.1,1,Suffolk,0.0,2014,4,0,0,0,0,0,0,1.0,6,5.0,"Lunt,Chester A",Fire Department,State Forest/RF Area,40.94363,-72.78399999999998
9.8,3,Ulster,0.0,2014,5,0,0,0,0,0,0,2.0,9,5.0,"Stratton,Robert  E",911 Dispatch,Forest Preserve,41.92453,-74.41315999999998
11.5,3,Orange,12.0,2014,5,0,0,0,0,0,0,0.0,5,5.0,"Sabo,Scott L",911 Dispatch,Private Property,41.2397,-74.26684
27.0,3,Sullivan,0.0,2014,5,0,0,0,0,0,0,2.0,5,4.0,"Quinn,Logan T",Ranger Patrol,Wildlife Management Area,41.5627,-74.79218
3.0,1,Suffolk,0.0,2014,5,0,0,0,0,0,0,1.0,6,4.0,"Gallagher,Bryan ",911 Dispatch,State Forest/RF Area,40.89904,-72.91533000000003
0.9,6,St. Lawrence,0.0,2014,5,0,0,0,0,0,0,0.0,1,5.0,"Jackson,Scott ",Ranger Patrol,Private Property,44.15724,-74.90009
8.5,8,Livingston,0.0,2014,5,0,0,0,0,0,0,1.0,9,4.0,"Meehan,William X",911 Dispatch,Private Property,42.56734,-77.68214
4.0,5,Saratoga,0.0,2014,5,0,0,0,0,0,0,3.0,8,5.0,"Goetke,Anthony G",911 Dispatch,Private Property,42.96158,-73.69553
3.0,5,Saratoga,0.0,2014,5,0,0,0,0,0,0,0.0,9,5.0,"Solan,John X",911 Dispatch,Private Property,42.97412,-73.8641
0.1,4,Albany,0.0,2014,4,0,0,0,0,0,0,0.0,2,5.0,"Glesmann,Karen ",Other,Forest Preserve,42.71895,-73.88256
1.2,4,Albany,0.0,2014,4,0,0,0,0,0,0,0.0,2,5.0,"Glesmann,Karen ",Other,Forest Preserve,42.71858,-73.87883000000002
1.2,4,Albany,0.0,2014,5,0,0,0,0,0,0,0.0,2,5.0,"Glesmann,Karen ",Other,Forest Preserve,42.71743,-73.88067
13.8,1,Suffolk,0.0,2014,5,0,0,0,0,0,0,1.0,6,5.0,"Nally,David X",911 Dispatch,Other Not Classified,40.89786,-72.91669
2.4,4,Rensselaer,0.0,2014,5,0,0,0,0,0,0,1.0,8,4.0,"Hess,Joseph C",911 Dispatch,Private Property,42.78934,-73.34816
47.0,4,Albany,0.0,2014,5,0,0,0,0,0,0,2.0,9,5.0,"Henry,William ",DEC Dispatch,Unique Area,42.71247,-73.89288
0.2,1,Suffolk,0.0,2014,5,0,0,0,0,0,0,1.0,5,5.0,"Pries,Joseph M",Other,Wildlife Management Area,40.77861,-73.30861999999998
3.9,5,Fulton,0.0,2014,5,0,0,0,0,0,0,1.0,8,5.0,"Thompson,Michael W",911 Dispatch,Private Property,43.13077,-74.26165
0.1,5,Franklin,0.0,2014,5,0,0,0,0,0,0,0.0,8,5.0,"Thompson,Michael W",Ranger Patrol,State Forest/RF Area,44.15184,-74.52348
0.1,1,Suffolk,0.0,2014,5,0,0,0,0,0,0,1.0,8,5.0,"Gallagher,Bryan ",Fire Department,Wildlife Management Area,40.94386,-72.94889
0.5,1,Suffolk,0.0,2014,5,0,0,0,0,0,0,1.0,8,5.0,"Gallagher,Bryan ",Fire Department,Wildlife Management Area,40.90449,-72.82621
8.5,8,Steuben,36.0,2014,5,0,0,0,0,0,0,1.0,8,5.0,"Meehan,William X",911 Dispatch,Private Property,42.4216,-77.25407
0.1,6,Lewis,0.0,2014,5,0,0,0,0,0,0,1.0,1,5.0,"Candee,Martin ",911 Dispatch,State Forest/RF Area,43.60303,-75.44396
43.0,4,Albany,0.0,2014,5,0,0,0,0,0,0,0.0,2,5.0,"Geesler,Sarah B",Other,Other Government,42.71318,-73.85589
0.1,3,Sullivan,0.0,2014,5,0,0,0,0,0,0,0.0,1,5.0,"Quinn,Logan T",Fire Department,Private Property,41.80112,-74.65698
50.0,4,Albany,0.0,2014,6,0,0,0,0,0,0,2.0,9,5.0,"Hess,Joseph C",Ranger Patrol,Other Government,42.71318,-73.85589
0.2,1,Suffolk,0.0,2014,6,0,0,0,0,0,0,2.0,9,5.0,"Lunt,Chester A",911 Dispatch,Wildlife Management Area,40.87475,-72.64525
